"window","bc_dist"
20,0.0172835931793749
40,0.00925941736777589
60,0.0255462886699364
80,0.00676319770137867
100,0.0108658146608198
120,0.00650022531023467
140,0.00751495414009027
160,0.0193058791613442
180,0.0142421337678417
200,0.0058468960305652
220,0.00947110068244309
240,0.00728247487584354
260,0.00258624894573912
280,0.0161255287773947
300,0.0175256684124718
320,0.0244209398908557
340,0.0149752712410955
360,0.00529947817372217
380,0.0129171622233372
400,0.00436758521680147
420,0.0051514601555055
440,0.0161547888657306
460,0.00217304979940023
480,0.0170690514532056
500,0.014425637352575
520,0.00452040607499102
540,0.00586791249421745
560,0.00564198802390352
580,0.0148582152870877
600,0.0131770550303905
620,0.0130781022507209
640,0.00186765258563456
660,0.00586896930456172
680,0.0307452516861923
700,0.0179102827049735
720,0.0131723742169502
740,0.0216051562128637
760,0.0101884128502948
780,0.00744870237523613
800,0.00516305167552342
820,0.0112200424948865
840,0.0106593786422558
860,0.0201835226595689
880,0.0104432511439274
900,0.00571199005551031
920,0.0173977559749591
940,0.00447625245958096
960,0.0106235904369322
980,0.0102787046040689
1000,0.0132200395977415
1020,0.0109700322942371
1040,0.0160202446302513
1060,0.0124622665924379
1080,0.00882170231956303
1100,0.00330774673429801
1120,0.0159825294076347
1140,0.0301381831098337
1160,0.0150419004044699
1180,0.00774816935399906
1200,0.00593347496930321
1220,0.0123913107108113
1240,0.00900182370440766
1260,0.0129388959807746
1280,0.0158838245235709
1300,0.0038240908487154
1320,0.00322911806355251
1340,0.0067321718036005
1360,0.00906959094142651
1380,0.00337322288794096
1400,0.0175732121850521
1420,0.0187555370189331
1440,0.0071059054717062
1460,0.0201126141084548
1480,0.0194759088404969
1500,0.0048384593876294
1520,0.00482953296351198
1540,0.00902295150674621
1560,0.00750746187047815
1580,0.00691737359445537
1600,0.0114345886799004
1620,0.00477921478622142
1640,0.010883938986984
1660,0.860417871162911
1680,0.0667901316569217
1700,0.0814708752374814
1720,0.136491146160316
1740,0.0908741999164996
1760,0.0302772265610622
1780,0.0561531322682219
1800,0.0694788369903927
1820,0.0439577379135973
1840,0.054082016401084
1860,0.0588144908625209
1880,0.0830602001734863
1900,0.0658310801016387
1920,0.0584507394445051
1940,0.0865574785331232
1960,0.0733564892165415
1980,0.0469317750318643
2000,0.0608738613491591
2020,0.0513775055756069
2040,0.107786590015858
2060,0.031709586649294
2080,0.0365145529311737
2100,0.0758366868966721
2120,0.0482842007954845
2140,0.0509692207462309
2160,0.131041396369609
2180,0.052679705157561
2200,0.0371648593206262
2220,0.0386305677025753
2240,0.0374777402091825
2260,0.027906548024246
2280,0.0547873712602739
2300,0.0567679221059904
2320,0.0632152388582534
2340,0.411100887330094
2360,0.442904516786466
2380,0.0240840008165779
2400,0.0371621664257169
2420,0.0148450190515393
2440,0.0115144147896273
2460,0.0204339584306477
2480,0.00971200681036593
2500,0.0229301646733342
2520,0.0135585905539384
2540,0.0165875863381498
2560,0.0268247060090055
2580,0.0293778664859133
2600,0.0212710644019817
2620,0.040632833725985
2640,0.0239249239546215
2660,0.0451720618187694
2680,0.040665973455199
2700,0.0182954062394688
2720,0.0373583153379254
2740,0.0131121429206678
2760,0.0235269616559772
2780,0.0161610958198898
2800,0.0274710088881645
2820,0.0125508769055507
2840,0.0201206734947242
2860,0.0136176004068413
2880,0.0279342072058238
