"PC1","PC2","time"
-0.176646179976867,0.0622653148821054,1
-0.151440723452755,0.033450478725916,2
-0.135983657989223,0.0190608420822284,3
-0.139211770800975,0.0152247135794673,4
-0.143935864803584,0.0197291428182797,5
-0.171209062638963,0.0452126891374734,6
-0.150531840495961,0.0281096389860892,7
-0.192475870709742,0.0696473034023463,8
-0.183239584786,0.0316707113710715,9
-0.170738535150685,-0.0116529161947836,10
-0.188383939960277,-0.00204591072811547,11
-0.174641390969453,-0.0148309831130053,12
-0.186173177954734,0.00729980056777959,13
-0.190847826772326,0.0096955918004802,14
-0.176754018188572,0.00210611082999713,15
-0.185186276669669,0.00519298602232593,16
-0.238263041032128,0.0554783090990975,17
-0.22097105873347,0.0419811398087537,18
-0.179894224650657,-0.00295967046976254,19
-0.172685903945581,-0.0156030635764645,20
-0.21305463259271,0.00990340133568112,21
-0.214960233856208,0.0198414132279471,22
-0.211005554179804,0.00604495516568631,23
-0.200815562750107,-0.000154941955305753,24
-0.207142094392746,0.011037935129376,25
-0.214177303080119,0.0159798808121012,26
-0.212536113392886,0.0180271817755836,27
-0.202217544592873,0.00566459626539147,28
-0.199509629457366,0.00100906453542458,29
-0.203601767310567,0.00630270190234416,30
-0.20518313217491,0.00671283083813837,31
-0.227490480498778,0.0345138931796611,32
-0.216751918445765,0.0163549745024408,33
-0.222760203014303,0.027031579541744,34
-0.211615830444067,0.0173615324614183,35
-0.221038989304239,0.0319320179184629,36
-0.226698242889374,0.0394632322480334,37
-0.22224057877343,0.0309596045094559,38
-0.226610001341401,0.0245761483138968,39
-0.221930419508633,0.0271399710855932,40
-0.205481901622037,0.00648904324560107,41
-0.21116951063044,0.0199458556253677,42
-0.199462974116746,0.000769037917519064,43
-0.190751341942988,-0.00565726353548147,44
-0.202696350083551,0.00956163592550623,45
-0.178112540541964,-0.0160253718010899,46
-0.198167852126215,0.00421675684493881,47
-0.21495236812525,0.0134292201145173,48
-0.212937743574122,0.0199813022500635,49
-0.20996199847615,0.012933295989582,50
-0.207352761186334,0.0159221589051899,51
-0.21807232420657,0.0279865840971539,52
-0.204570331718334,0.00761803929311275,53
-0.164218991372962,-0.0420604005479311,54
-0.194544166423951,-0.00275059280662603,55
-0.200004099235545,-0.000223281955821072,56
-0.202230227530257,0.00327531712878304,57
-0.200228481530429,0.001717581807859,58
-0.20179924029112,0.0125267504295829,59
-0.206176423703367,0.0135308030201737,60
-0.209485177313129,0.0199228101197608,61
-0.21444123618742,0.0308727891967914,62
-0.182583645943914,-0.00738905031194146,63
-0.202361802013377,0.0140497677406213,64
-0.227723544184507,0.0374643850915927,65
-0.209106177333601,0.0159665210828768,66
-0.220890799185822,0.028311432238748,67
-0.187921904880673,-0.00487671071350445,68
-0.202848881968333,0.0166542936658453,69
-0.183438914552925,-0.00867925692318471,70
-0.195835674373531,0.00426583717415307,71
-0.197084162691919,0.00498356474673987,72
-0.201022488313505,0.00477462509176667,73
-0.214408289811535,0.018270508746873,74
-0.230084725987703,0.0401803142461371,75
-0.233324093971257,0.0485893312725438,76
-0.20249947894968,0.0146782818420744,77
-0.216093555951917,0.0288648956214425,78
-0.235395938699409,0.0370078762093675,79
-0.228868718895063,0.034490455188808,80
-0.213430035174801,0.0130119777820135,81
-0.216414059297166,0.0174432116285445,82
-0.19424231941515,-0.00874429975340967,83
-0.187220795897508,-0.0102047347553162,84
-0.201127377108696,0.0111290573163178,85
-0.213088432538159,0.0251386142581749,86
-0.238030564878578,0.0534622103387553,87
-0.22217327449304,0.0331757110761108,88
-0.219518814061953,0.0271076276926103,89
-0.199956607065862,0.00315717114809707,90
-0.211510418387811,0.0199661978780753,91
-0.20906118318103,0.0173768142155883,92
-0.210523226158337,0.020450479180186,93
-0.193424005909959,0.00266552751065354,94
-0.194130652234816,0.00161154486018574,95
-0.217382363725362,0.0234918066354464,96
-0.221364870522216,0.0302219934817073,97
-0.239589571063827,0.0563936085869601,98
-0.229896309551449,0.0424872444394159,99
-0.216425142436149,0.0248004128006716,100
-0.222631137232854,0.0260724880827071,101
-0.20279782945038,0.0059573265984074,102
-0.21895110858006,0.0277177785128652,103
-0.218004633327918,0.0169709332567097,104
-0.218397654027446,0.0210311701096448,105
-0.241677000077619,0.0513412591473516,106
-0.2219967347736,0.0291311388923088,107
-0.235240632802534,0.0397842582734301,108
-0.242496546693878,0.0456017493730835,109
-0.234028263277332,0.0323626144285315,110
-0.211638654584687,0.0093556660096405,111
-0.221111414365164,0.0246840768477781,112
-0.212222572633984,0.0089397441366485,113
-0.213461345061636,0.0159990655864653,114
-0.213329191321831,0.0132184552467295,115
-0.225574885565777,0.026926100478273,116
-0.225289004796668,0.0264411319604382,117
-0.216468710771684,0.013840781853923,118
-0.205814512202188,-0.00526944708104297,119
