ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
B_13279	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unidentified	Unidentified
B_13280	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_13281	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13282	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13283	Bacteria	Firmicutes	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13284	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13285	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473	Unidentified
B_13286	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_13287	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_13288	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_13289	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_13290	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unidentified	Unidentified
B_13292	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Unidentified	Unidentified	Unidentified	Unidentified
B_13293	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_13294	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Unidentified	Unidentified	Unidentified
B_13295	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Unidentified	Unidentified
B_13296	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13297	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	Unidentified
B_13298	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13299	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13300	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_13301	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_13302	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13303	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13304	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	Unidentified
B_13305	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Unidentified
B_13306	Bacteria	Firmicutes	Bacilli	Unidentified	Unidentified	Unidentified	Unidentified
B_13307	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_13308	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unidentified	Unidentified	Unidentified
B_13309	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	humicus
B_13310	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter	Unidentified
B_13311	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unidentified	Unidentified
B_13312	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	Unidentified	Unidentified	Unidentified
B_13313	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_13314	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unidentified	Unidentified
B_13315	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	zamorensis
B_13316	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13317	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13318	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13319	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13320	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_13321	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicimonas	Unidentified
B_13322	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13323	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13324	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13325	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_13326	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_13327	Bacteria	Patescibacteria	Berkelbacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13328	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13329	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Unidentified
B_13330	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unidentified	Unidentified	Unidentified
B_13331	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Unidentified	Unidentified
B_13332	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_13333	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13334	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13335	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Unidentified
B_13336	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13337	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_13338	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13339	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13340	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13341	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13342	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_13343	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Unidentified
B_13344	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13345	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13346	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13347	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unidentified	Unidentified
B_13348	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_13349	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13350	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unidentified	Unidentified
B_13351	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_13352	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13353	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	Unidentified	Unidentified
B_13354	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13355	Bacteria	Elusimicrobiota	Lineage IIc	Unidentified	Unidentified	Unidentified	Unidentified
B_13356	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13357	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_13358	Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Lutispora	Unidentified	Unidentified
B_13359	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_13360	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13361	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13362	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13363	Bacteria	Firmicutes	Clostridia	Unidentified	Unidentified	Unidentified	Unidentified
B_13364	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13365	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Unidentified	Unidentified
B_13366	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13367	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unidentified	Unidentified
B_13368	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13369	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13370	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_13371	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	Unidentified	Unidentified
B_13372	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unidentified
B_13373	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13374	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unidentified	Unidentified
B_13375	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13376	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unidentified	Unidentified
B_13377	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unidentified
B_13378	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unidentified	Unidentified
B_13379	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13380	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	Unidentified
B_13381	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unidentified	Unidentified
B_13382	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_13383	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13384	Bacteria	Planctomycetota	vadinHA49	Unidentified	Unidentified	Unidentified	Unidentified
B_13385	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13386	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_13387	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	Unidentified	Unidentified
B_13388	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13389	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13390	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] fissicatena group	Unidentified
B_13391	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_13392	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_13393	Bacteria	Planctomycetota	OM190	Unidentified	Unidentified	Unidentified	Unidentified
B_13394	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_13395	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	Unidentified	Unidentified	Unidentified
B_13396	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13397	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_13398	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13399	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	Unidentified
B_13400	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus	Unidentified
B_13401	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Unidentified	Unidentified
B_13402	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_13403	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unidentified	Unidentified
B_13404	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_13405	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Unidentified
B_13406	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	FFCH9454	Unidentified	Unidentified
B_13407	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_13408	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Unidentified
B_13409	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13410	Bacteria	Myxococcota	bacteriap25	Unidentified	Unidentified	Unidentified	Unidentified
B_13411	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unidentified	Unidentified
B_13412	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13413	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13414	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13415	Bacteria	SAR324 clade(Marine group B)	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13416	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	Unidentified	Unidentified
B_13418	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13419	Bacteria	Acidobacteriota	Subgroup 22	Unidentified	Unidentified	Unidentified	Unidentified
B_13420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13421	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13422	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unidentified	Unidentified
B_13423	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	Unidentified
B_13424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_13425	Bacteria	Latescibacterota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13426	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unidentified	Unidentified
B_13427	Bacteria	Planctomycetota	OM190	Unidentified	Unidentified	Unidentified	Unidentified
B_13428	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	Unidentified
B_13429	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	Unidentified
B_13430	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	psychroaquaticum
B_13431	Bacteria	Myxococcota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13432	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Unidentified	Unidentified	Unidentified
B_13433	Archaea	Thermoplasmatota	Thermoplasmata	Unidentified	Unidentified	Unidentified	Unidentified
B_13434	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Unidentified
B_13435	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unidentified	Unidentified
B_13436	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13437	Bacteria	Chloroflexi	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13438	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13439	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	Unidentified
B_13440	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13441	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13442	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13443	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13444	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_13445	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Unidentified	Unidentified
B_13446	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Unidentified	Unidentified	Unidentified
B_13447	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_13448	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13449	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_13450	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_13451	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_13452	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unidentified	Unidentified
B_13453	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13454	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unidentified	Unidentified
B_13455	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Unidentified	Unidentified
B_13456	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13457	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_13458	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13459	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13460	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13461	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Unidentified	Unidentified
B_13462	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_13463	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unidentified	Unidentified
B_13464	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_13465	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13466	Bacteria	Elusimicrobiota	Lineage IIb	Unidentified	Unidentified	Unidentified	Unidentified
B_13467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13468	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	Unidentified	Unidentified	Unidentified
B_13469	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_13470	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Unidentified	Unidentified
B_13471	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_13472	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	naegleriophila
B_13473	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_13474	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13475	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unidentified	Unidentified
B_13476	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13477	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_13478	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	symbiosus
B_13479	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	Unidentified	Unidentified	Unidentified
B_13480	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	Unidentified	Unidentified
B_13481	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13482	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13483	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13484	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13485	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	Unidentified	Unidentified	Unidentified
B_13486	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Unidentified	Unidentified	Unidentified
B_13487	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13488	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13489	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_13490	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloplanus	Unidentified
B_13491	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	Unidentified
B_13492	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13493	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unidentified	Unidentified
B_13494	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13495	Bacteria	Proteobacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13496	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unidentified	Unidentified
B_13497	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_13498	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13499	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13500	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Unidentified	Unidentified	Unidentified
B_13501	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	Unidentified
B_13502	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unidentified	Unidentified
B_13503	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_13504	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13505	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13506	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Unidentified	Unidentified	Unidentified
B_13507	Bacteria	Proteobacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13508	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13509	Bacteria	Myxococcota	Polyangia	FFCH16767	Unidentified	Unidentified	Unidentified
B_13510	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Unidentified
B_13511	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	Unidentified
B_13512	Bacteria	Armatimonadota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13513	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	Unidentified	Unidentified	Unidentified
B_13514	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_13515	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unidentified	Unidentified
B_13516	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Unidentified
B_13517	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_13518	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Procabacteriaceae	Procabacter	Unidentified
B_13519	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_13520	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_13521	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unidentified	Unidentified
B_13522	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unidentified	Unidentified
B_13523	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13524	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_13525	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_13526	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_13527	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_13528	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unidentified
