ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
B_00001	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00002	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_00003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	japonicum
B_00004	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_00005	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unidentified	Unidentified
B_00006	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_00007	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00008	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Unidentified
B_00009	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unidentified
B_00010	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	celatum
B_00011	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unidentified
B_00012	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Unidentified
B_00013	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00014	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	Unidentified	Unidentified	Unidentified
B_00015	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	Unidentified
B_00016	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	Unidentified
B_00017	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	Unidentified
B_00018	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	Unidentified
B_00019	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unidentified
B_00020	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unidentified
B_00021	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_00022	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unidentified	Unidentified
B_00023	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00024	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00025	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	Unidentified
B_00026	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00027	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	albida
B_00028	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_00029	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unidentified	Unidentified
B_00030	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unidentified
B_00031	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	Unidentified
B_00032	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	acidiphila
B_00033	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00034	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	miyagiensis
B_00035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unidentified
B_00036	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_00037	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_00038	Bacteria	Actinobacteriota	Acidimicrobiia	Unidentified	Unidentified	Unidentified	Unidentified
B_00039	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unidentified	Unidentified
B_00040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unidentified
B_00041	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00042	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00043	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unidentified
B_00044	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	Unidentified
B_00045	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unidentified
B_00046	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_00047	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00048	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unidentified
B_00049	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unidentified	Unidentified	Unidentified
B_00050	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	circulans
B_00051	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unidentified	Unidentified
B_00052	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Unidentified
B_00053	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00054	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Unidentified
B_00055	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00056	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_00057	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00058	Bacteria	Desulfobacterota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00059	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_00060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unidentified	Unidentified
B_00061	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00062	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unidentified
B_00063	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_00064	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa	Unidentified
B_00065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	crescens
B_00066	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00067	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unidentified
B_00068	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_00069	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00070	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unidentified
B_00071	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unidentified	Unidentified	Unidentified
B_00072	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00073	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	fungivorans
B_00074	Bacteria	Actinobacteriota	Actinobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00075	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	Unidentified
B_00076	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00077	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	aurantia
B_00078	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	Unidentified	Unidentified	Unidentified
B_00079	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00080	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00081	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia	Unidentified
B_00082	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00083	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unidentified	Unidentified
B_00084	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified	Unidentified	Unidentified
B_00085	Bacteria	Actinobacteriota	Acidimicrobiia	Unidentified	Unidentified	Unidentified	Unidentified
B_00086	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unidentified	Unidentified
B_00087	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unidentified	Unidentified
B_00088	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	Unidentified
B_00089	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00090	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unidentified	Unidentified
B_00091	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unidentified	Unidentified	Unidentified
B_00092	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00093	Bacteria	Chloroflexi	AD3	Unidentified	Unidentified	Unidentified	Unidentified
B_00094	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unidentified	Unidentified
B_00095	Bacteria	RCP2-54	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00096	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unidentified	Unidentified	Unidentified
B_00097	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00098	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00099	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	Unidentified
B_00100	Bacteria	Myxococcota	Polyangia	mle1-27	Unidentified	Unidentified	Unidentified
B_00101	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unidentified
B_00102	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unidentified
B_00103	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00104	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	Unidentified	Unidentified	Unidentified
B_00105	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	Unidentified
B_00106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unidentified	Unidentified
B_00107	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unidentified
B_00108	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00109	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00110	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_00111	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00112	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00113	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	Unidentified
B_00114	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_00115	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_00116	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unidentified	Unidentified
B_00117	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	simiae
B_00118	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unidentified
B_00119	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	caseolyticus
B_00120	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unidentified
B_00121	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Unidentified
B_00122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unidentified	Unidentified
B_00123	Bacteria	SAR324 clade(Marine group B)	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00124	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00125	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	Unidentified	Unidentified
B_00126	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_00127	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00128	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00129	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00130	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	Unidentified
B_00132	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unidentified
B_00133	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00134	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00135	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unidentified	Unidentified
B_00136	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unidentified	Unidentified
B_00137	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Unidentified
B_00138	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unidentified	Unidentified
B_00139	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00140	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unidentified
B_00141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unidentified
B_00142	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unidentified	Unidentified
B_00143	Bacteria	Acidobacteriota	Blastocatellia	11-24	Unidentified	Unidentified	Unidentified
B_00144	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Unidentified
B_00145	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00146	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00147	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unidentified
B_00148	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00149	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00150	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00151	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00152	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00153	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	Unidentified
B_00154	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00155	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00156	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unidentified	Unidentified	Unidentified
B_00157	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unidentified	Unidentified
B_00158	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00159	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00160	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	Unidentified
B_00161	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Unidentified
B_00162	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00163	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Unidentified
B_00164	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00165	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Unidentified
B_00166	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_00167	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00168	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00169	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00170	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_00171	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	Unidentified
B_00172	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00173	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Unidentified	Unidentified
B_00174	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unidentified	Unidentified
B_00175	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	Unidentified	Unidentified
B_00176	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unidentified	Unidentified	Unidentified
B_00177	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_00178	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Unidentified
B_00179	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00180	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00181	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00182	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	Unidentified
B_00183	Bacteria	Firmicutes	Bacilli	Unidentified	Unidentified	Unidentified	Unidentified
B_00184	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	Unidentified	Unidentified	Unidentified
B_00185	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unidentified	Unidentified
B_00186	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unidentified
B_00187	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	Unidentified
B_00188	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00189	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unidentified	Unidentified
B_00190	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00191	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	Unidentified	Unidentified
B_00192	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_00193	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unidentified
B_00194	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rugosimonospora	Unidentified
B_00195	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	Unidentified
B_00196	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_00197	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00198	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00199	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00200	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unidentified
B_00201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unidentified	Unidentified
B_00202	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	trifolii
B_00203	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00204	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	Unidentified	Unidentified
B_00205	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00206	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unidentified	Unidentified
B_00207	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00208	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00209	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00210	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unidentified	Unidentified	Unidentified
B_00211	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00212	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unidentified
B_00213	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00214	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00215	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_00216	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unidentified
B_00217	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	Unidentified	Unidentified	Unidentified
B_00218	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	antarctica
B_00219	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unidentified	Unidentified	Unidentified
B_00220	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unidentified
B_00222	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unidentified
B_00223	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00224	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00225	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Unidentified
B_00226	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_00227	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unidentified	Unidentified
B_00228	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_00229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unidentified
B_00230	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00231	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00232	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Unidentified
B_00233	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Unidentified
B_00234	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00235	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	koreensis
B_00236	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
