Taxa,plant,ra,z_land,p_land,z_even,p_even,p_land_BH,p_even_BH,target,target_k,target_p,target_c,guild
Tomentella,Larix,perc25,-1.32680876437259,1,0.352202522201575,0.43004300430043,1,0.491547730271603,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Larix,median,0.487439976191065,0.302030203020302,1.25352697820643,0.0832083208320832,0.36984418393029,0.199262902812366,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Larix,perc75,1.59767146434634,0.0361036103610361,1.62523450632745,0.0712071207120712,0.0606867219385255,0.182762484084865,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Pinus,perc25,1.57479742102032,0.0014001400140014,1.40607820171883,0.0063006300630063,0.00329950803299508,0.0416215057290581,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Pinus,median,1.32334363043925,0.0339033903390339,0.660291996858673,0.0109010901090109,0.0574696827790887,0.059965960032932,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Pinus,perc75,1.08211093361658,0.171917191719172,0.927533372417454,0.0025002500250025,0.231052100745789,0.0222581429740607,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Acer,perc25,-0.977101790202781,1,0.288065938921947,0.609160916091609,1,0.640113566097312,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Acer,median,-1.30265352088901,1,0.103937371008739,0.60976097609761,1,0.640408648194662,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Acer,perc75,0.985165157193862,0.0931093109310931,1.44864272168686,0.0171017101710171,0.13727011780512,0.0787437580789449,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Populus,perc25,1.8948507750355,0.0353035303530353,3.0195250319536,1e-04,0.0596081200941182,0.00168588287400169,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Populus,median,2.86594219978286,1e-04,2.26922014924044,0.0177017701770177,0.000278391223310958,0.0805818857226116,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Populus,perc75,9.41050548418532,1e-04,4.8587235749153,1e-04,0.000278391223310958,0.00168588287400169,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Juglans,perc25,2.11701364414918,0.021002100210021,-2.61565179457608,0.0199019901990199,0.0376686462211905,0.0872324668737813,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Juglans,median,3.18546703370296,0.0003000300030003,-1.71628440272876,0.0354035403540354,0.000787824094228001,0.122729554061397,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tomentella,Juglans,perc75,3.65316952535181,0.0006000600060006,-1.27501954337403,0.0422042204220422,0.00149543100005365,0.135026580808001,Fng_*Tomentella*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Betula,perc25,0.812773344084948,0.0564056405640564,0.525391707307758,0.315831583158316,0.0891620797679663,0.418138624946726,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Betula,median,1.59831413648241,0.0145014501450145,-1.48653626914998,0.245724572457246,0.0272258282890964,0.364768247915073,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Betula,perc75,1.09484799744396,0.0486048604860486,-0.730747736778692,0.521052105210521,0.0784794489102973,0.552739567981124,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Larix,perc25,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Larix,median,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Larix,perc75,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Pinus,perc25,-0.250268905521693,0.546154615461546,0.157163859811513,0.286028602860286,0.605597963111228,0.396526176460079,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Pinus,median,0.430113296071213,0.288228822882288,0.136307218056921,0.434943494349435,0.356350255148718,0.494239038707496,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Pinus,perc75,-0.158045802397851,0.513851385138514,0.371934584897051,0.398439843984398,0.575823411486877,0.470435742809125,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Acer,perc25,-0.505629224730436,0.462546254625463,-0.75039048975736,0.0823082308230823,0.527660287817338,0.198848226853998,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Acer,median,-0.715779078272166,0.62966296629663,-0.943976871251293,0.0886088608860886,0.684811789829877,0.20724761943742,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Acer,perc75,0.880006844003358,0.221022102210221,-0.313566887365774,0.441044104410441,0.285206617532735,0.497600941196482,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Populus,perc25,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Populus,median,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Populus,perc75,NA,NA,NA,NA,NA,NA,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Juglans,perc25,-0.519422404435212,0.642964296429643,-0.42638455417712,0.339233923392339,0.697278103170548,0.433165659022936,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Juglans,median,-0.647706510442612,0.693969396939694,-0.483308433572515,0.324432443244324,0.745184004848416,0.423981420943397,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
Tricholoma,Juglans,perc75,-0.702217903376329,0.714871487148715,-0.487868743363143,0.325732573257326,0.765062428745541,0.424942255769041,Fng_*Tricholoma*,Fungi,Fng_Basidiomycota,Fng_Agaricomycetes,EcMF
