"window","bc_dist"
20,0.0377337331052301
40,0.0487337107183759
60,0.0374110747924208
80,0.019385549204504
100,0.0159001991217676
120,0.028616192697491
140,0.028939399859364
160,0.029518604470432
180,0.0376929238266148
200,0.0203494078571785
220,0.103110609927896
240,0.333665052492851
260,0.0602712302224996
280,0.0449138000516856
300,0.0618461869304799
320,0.0340386887240157
340,0.0169029751090991
360,0.156554982573498
380,0.0572108130027113
400,0.0401794322770119
420,0.0341724466845593
440,0.0246194885157706
460,0.0410967152325426
480,0.162742558941228
500,0.0462023592530174
520,0.047600063042671
540,0.0474682425580411
560,0.260467997522775
580,0.109077757814752
600,0.0820630884909195
620,0.048276398128821
640,0.0518974195747275
660,0.0189016093783985
680,0.0302157687722017
700,0.0247430352870809
720,0.0371725354145686
740,0.0308720536722556
760,0.0133752321675509
780,0.0158779233203207
800,0.0326540840090164
820,0.0518153916098345
840,0.0625759981055158
860,0.0406319152814722
880,0.0622998252459324
900,0.0517498441138125
920,0.0381715063778768
940,0.0266376675827084
960,0.15214126095285
980,0.0873727392272112
1000,0.0256962999882494
1020,0.0366293988758554
1040,0.0406327445427468
1060,0.0203861441078002
1080,0.0130776511545697
1100,0.00544182334762687
1120,0.0169885564456866
1140,0.014609049099598
1160,0.0135654445523452
1180,0.0210463644100672
1200,0.0293682634230802
1220,0.0141005060624312
1240,0.00803280371787255
1260,0.0180899124485054
1280,0.0181488923607169
1300,0.0145311038435032
1320,0.0162641975679128
1340,0.00817385791519418
1360,0.0153671354731793
1380,0.0134142708688345
1400,0.0127708390637949
1420,0.0305079434172257
1440,0.0258955796052577
1460,0.0367726145398671
1480,0.016159337215962
1500,0.0289914937200779
1520,0.035265705448701
1540,0.0095422830224485
1560,0.030874879398312
1580,0.0228452574380468
1600,0.0627504808242329
1620,0.0451138341694163
1640,0.0144842223532184
1660,0.00801386000374279
1680,0.0162669158282831
1700,0.0410034111259199
1720,0.0290973790537627
1740,0.03330857469809
1760,0.0435580355340316
1780,0.0162655162566713
1800,0.0160170118114807
1820,0.0302898800768188
1840,0.0203696183355118
1860,0.0281863159282651
1880,0.0250236642009725
1900,0.034446701516081
1920,0.0166043055949866
1940,0.0304427250177845
1960,0.0263938707400529
1980,0.0132808144749868
2000,0.0580317359403929
2020,0.32644446840608
2040,0.0260256880601807
2060,0.0142200817675782
2080,0.0266150185162096
2100,0.028829391216949
2120,0.0646310607918499
2140,0.0151910994012525
2160,0.0177325707350474
2180,0.0167339047890347
2200,0.0155438834185132
2220,0.0241936572234739
2240,0.315984739034596
2260,0.0456088292135129
2280,0.0193644820823196
2300,0.0189255836809158
2320,0.018322787051447
2340,0.016371232146271
2360,0.0227454587894871
2380,0.0159890392636814
2400,0.0270880555848886
2420,0.0282766425332158
2440,0.0411840458148133
2460,0.0275731447932563
2480,0.0208968301876785
2500,0.0309213615795644
2520,0.0112670348084857
2540,0.0267809852832926
2560,0.0334478100473482
2580,0.0254849093233843
2600,0.0166893041378582
2620,0.0130714046745313
2640,0.0179286313460341
2660,0.0191824644024448
2680,0.0609049948721701
2700,0.357997215263963
2720,0.0346634887137746
2740,0.162464533094465
2760,0.117081340326162
2780,0.0852688542258247
2800,0.0202932519741563
2820,0.0137250147829905
2840,0.104631643852857
2860,0.0329785606771564
2880,0.0237182916813038
